look_id,look_name,source_page,product_sequence,product_name,sku,category,subcategory,collection,finish_code,finish_name,colour_name,price,currency,dimension_text,product_description,product_role,look_total_price,is_alternative,alternative_group_id,source_document,extraction_confidence,review_required,review_reason
look_003,Superior,17,8,ModernLife Edge™ bath spout without diverter in french gold,K-25765IN-CP,bath_spout,,ModernLife Edge™,,french gold,,9000.0,INR,,ModernLife Edge™ bath spout without diverter in french gold,bath_spout,383640.0,false,,Projectlookbook.pdf,high,false,
look_003,Superior,17,9,Instaflush™ pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ pneumatic tank 3/6L without frame,,383640.0,false,,Projectlookbook.pdf,high,false,
look_003,Superior,17,10,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,383640.0,false,,Projectlookbook.pdf,high,false,
look_003,Superior,17,11,Complementary™ grid drain long thread in polished chrome,K-20746IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain long thread in polished chrome,drain,383640.0,false,,Projectlookbook.pdf,high,false,
look_003,Superior,17,12,Anthem™ recessed mechanical thermostatic 3 outlet valve,K-26341IN-NA,shower_trim,,Anthem™,,,,50000.0,INR,,Anthem™ recessed mechanical thermostatic 3 outlet valve,,383640.0,false,,Projectlookbook.pdf,high,false,
look_003,Superior,17,13,Statement™ 482mm dual function wallmount rainhead arm in polished chrome,K-26324IN-CP,showerhead,,Statement™,,polished chrome,,18000.0,INR,,Statement™ 482mm dual function wallmount rainhead arm in polished chrome,showerhead,383640.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,1,ModernLife Edge™ single-control tall basin faucet without drain in french gold,K-25758IN-4ND-AF,faucet,,ModernLife Edge™,,french gold,,36000.0,INR,,ModernLife Edge™ single-control tall basin faucet without drain in french gold,basin_faucet,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,2,Nysa 630mm vessel basin without faucet hole in white,K-31343IN-SS-0,basin,,Nysa,,,white,26000.0,INR,,Nysa 630mm vessel basin without faucet hole in white,primary_basin,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,3,Lynk™ mechanical faceplate in french gold,K-75890IN-M-AF,faceplate,,Lynk™,,french gold,,6000.0,INR,,Lynk™ mechanical faceplate in french gold,faceplate,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,4,ModernLife Edge™ wall hung toilet with Quiet-Close™ UF seat cover in white,K-27902IN-SS-0,toilet,,ModernLife Edge™,,,white,50500.0,INR,,ModernLife Edge™ wall hung toilet with Quiet-Close™ UF seat cover in white,toilet,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,5,Complementary™ health faucet with metal hose in french gold,K-12927IN-AF,health_faucet,,Complementary™,,french gold,,4900.0,INR,,Complementary™ health faucet with metal hose in french gold,health_faucet,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,6,ModernLife™ single flow rainhead 325mm in french gold,K-27731IN-AF,showerhead,,ModernLife™,,french gold,,40700.0,INR,,ModernLife™ single flow rainhead 325mm in french gold,showerhead,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,7,ModernLife Edge™ Geometric thermostatic recessed bath and shower square trim in french gold,K-25761IN-9-AF,shower_trim,,ModernLife Edge™ Geometric,,french gold,,20400.0,INR,,ModernLife Edge™ Geometric thermostatic recessed bath and shower square trim in french gold,shower_trim,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,8,ModernLife Edge™ bath spout without diverter in french gold,K-25765IN-AF,bath_spout,,ModernLife Edge™,,french gold,,11300.0,INR,,ModernLife Edge™ bath spout without diverter in french gold,bath_spout,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,9,Instaflush™ pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ pneumatic tank 3/6L without frame,,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,10,Complementary™ 300mm bottle trap without drain in french gold,K-7314IN-AF,bottle_trap,,Complementary™,,french gold,,3300.0,INR,,Complementary™ 300mm bottle trap without drain in french gold,bottle_trap,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,11,Complementary™ grid drain long thread in french gold,K-20746IN-AF,drain,,Complementary™,,french gold,,900.0,INR,,Complementary™ grid drain long thread in french gold,drain,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,12,Autosense 235+ 2 outlet thermostatic valve,K-20740IN-A-NA,shower_trim,,Autosense,,,,13500.0,INR,,Autosense 235+ 2 outlet thermostatic valve,,225200.0,false,,Projectlookbook.pdf,high,false,
look_004,Superior,19,13,Mastershower™ wall mount elbow shower arm in french gold,K-16346IN-AF,showering,,Mastershower™,,french gold,,5200.0,INR,,Mastershower™ wall mount elbow shower arm in french gold,,225200.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,1,Parallel™ single-control tall basin faucet without drain in polished chrome,K-23475IN-4ND-CP,faucet,,Parallel™,,polished chrome,,20000.0,INR,,Parallel™ single-control tall basin faucet without drain in polished chrome,basin_faucet,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,2,Forefront™ 575mm rectangular vessel basin without faucet hole in white,K-5373IN-0,basin,,Forefront™,,,white,18000.0,INR,,Forefront™ 575mm rectangular vessel basin without faucet hole in white,primary_basin,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,3,Pebble pneumatic faceplate in polished chrome,K-5413IN-P-CP,faceplate,,Pebble,,polished chrome,,2400.0,INR,,Pebble pneumatic faceplate in polished chrome,faceplate,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,4,Brazn™ wall hung toilet with Quiet-Close™ seat cover in white,K-26994IN-0,toilet,,Brazn™,,,white,28000.0,INR,,Brazn™ wall hung toilet with Quiet-Close™ seat cover in white,toilet,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,5,Elate® health faucet with hose & bracket in polished chrome,K-97258IN-CP,health_faucet,,Elate®,,polished chrome,,3900.0,INR,,Elate® health faucet with hose & bracket in polished chrome,health_faucet,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,6,Statement™ 353mm single function oblong rainhead in polished chrome,K-26294IN-CP,showerhead,,Statement™,,polished chrome,,34750.0,INR,,Statement™ 353mm single function oblong rainhead in polished chrome,showerhead,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,7,Parallel™ AT 360 trim in polished chrome,K-23497IN-4-CP,shower_trim,,Parallel™ AT,,polished chrome,,14500.0,INR,,Parallel™ AT 360 trim in polished chrome,,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,8,2 Statement™ round deep massage body sprays in polished chrome,K-26299IN-CP,showerhead,,,,polished chrome,,18000.0,INR,,2 Statement™ round deep massage body sprays in polished chrome,,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,9,Parallel™ bath spout without diverter in polished chrome,K-23512IN-CP,bath_spout,,Parallel™,,polished chrome,,6510.0,INR,,Parallel™ bath spout without diverter in polished chrome,bath_spout,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,10,Instaflush™ pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ pneumatic tank 3/6L without frame,,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,11,Complementary™ 350mm bottle trap without drain in polished chrome,K-75823IN-CP,bottle_trap,,Complementary™,,polished chrome,,2900.0,INR,,Complementary™ 350mm bottle trap without drain in polished chrome,bottle_trap,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,12,Complementary™ grid drain without overflow hole in polished chrome,K-45433IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain without overflow hole in polished chrome,drain,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,13,Aqua Turbo 360 manual valve in polished chrome,K-99924IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,14500.0,INR,,Aqua Turbo 360 manual valve in polished chrome,,174420.0,false,,Projectlookbook.pdf,high,false,
look_005,Aspire,23,14,Mastershower ceiling mount shower arm in polished chrome,K-16347IN-CP,showering,,Mastershower,,polished chrome,,4160.0,INR,,Mastershower ceiling mount shower arm in polished chrome,,174420.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,1,Aleo™ single-control basin faucet without drain in polished chrome,K-72275IN-4ND-CP,faucet,,Aleo™,,polished chrome,,12500.0,INR,,Aleo™ single-control basin faucet without drain in polished chrome,basin_faucet,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,2,Forefront™ 418mm vessel basin with single faucet hole in white,K-2660IN-1-0,basin,,Forefront™,,,white,16000.0,INR,,Forefront™ 418mm vessel basin with single faucet hole in white,primary_basin,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,3,Pebble pneumatic faceplate in polished chrome,K-5413IN-P-CP,faceplate,,Pebble,,polished chrome,,2400.0,INR,,Pebble pneumatic faceplate in polished chrome,faceplate,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,4,Veil® wall hung toilet with Quiet-Close™ seat cover in white,K-75708IN-2SS-0,toilet,,Veil®,,,white,32500.0,INR,,Veil® wall hung toilet with Quiet-Close™ seat cover in white,toilet,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,5,Elate® health faucet with hose & bracket in polished chrome,K-97258IN-CP,health_faucet,,Elate®,,polished chrome,,3900.0,INR,,Elate® health faucet with hose & bracket in polished chrome,health_faucet,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,6,ModernLife™ single function 330mm x 230mm rainhead in polished chrome,K-27731IN-CP,showerhead,,ModernLife™,,polished chrome,,32500.0,INR,330mm x 230mm,ModernLife™ single function 330mm x 230mm rainhead in polished chrome,showerhead,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,7,Aleo+™ Aqua Turbo 360 trim in polished chrome,K-77311IN-4FP-CP,shower_trim,,Aleo+™ Aqua Turbo,,polished chrome,,14500.0,INR,,Aleo+™ Aqua Turbo 360 trim in polished chrome,,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,8,2 Watertile™ square 54-nozzle body spray with soothing spray in polished chrome,K-8002IN-CP,showerhead,,,,polished chrome,,26000.0,INR,,2 Watertile™ square 54-nozzle body spray with soothing spray in polished chrome,,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,9,Aleo™ wall mount bath spout without diverter in polished chrome,K-99061IN-CP,bath_spout,,Aleo™,,polished chrome,,4400.0,INR,,Aleo™ wall mount bath spout without diverter in polished chrome,bath_spout,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,10,Instaflush™ pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ pneumatic tank 3/6L without frame,,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,11,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,12,Complementary™ grid drain without overflow hole in polished chrome,K-45433IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain without overflow hole in polished chrome,drain,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,13,Aqua Turbo 360 manual valve in polished chrome,K-99924IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,14500.0,INR,,Aqua Turbo 360 manual valve in polished chrome,,173160.0,false,,Projectlookbook.pdf,high,false,
look_006,Aspire,25,14,Mastershower™ wall mount elbow shower arm in polished chrome,K-16346IN-CP,showering,,Mastershower™,,polished chrome,,4160.0,INR,,Mastershower™ wall mount elbow shower arm in polished chrome,,173160.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,1,Aleo+™ single-control wall mount basin faucet trim in polished chrome,K-5684IN-4ND-CP,faucet,,Aleo+™,,polished chrome,,13530.0,INR,,Aleo+™ single-control wall mount basin faucet trim in polished chrome,basin_faucet,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,2,Veil® 591mm vessel basin without faucet hole in white,K-77171IN-0,basin,,Veil®,,,white,20000.0,INR,,Veil® 591mm vessel basin without faucet hole in white,primary_basin,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,3,Lynk™ mechanical faceplate in polished chrome,K-75890IN-M-CP,faceplate,,Lynk™,,polished chrome,,2750.0,INR,,Lynk™ mechanical faceplate in polished chrome,faceplate,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,4,Veil® wall hung toilet with Quiet- Close™ seat cover in white,K-75708IN-2SS-0,toilet,,Veil®,,,white,32500.0,INR,,Veil® wall hung toilet with Quiet- Close™ seat cover in white,toilet,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,5,Elate® health faucet with hose & bracket in polished chrome,K-97258IN-CP,health_faucet,,Elate®,,polished chrome,,3900.0,INR,,Elate® health faucet with hose & bracket in polished chrome,health_faucet,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,6,ModernLife™ single function 330mm x 230mm rainhead in polished chrome,K-27731IN-CP,showerhead,,ModernLife™,,polished chrome,,32500.0,INR,330mm x 230mm,ModernLife™ single function 330mm x 230mm rainhead in polished chrome,showerhead,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,7,Aleo+™ 40mm recessed bath and shower trim with diverter in polished chrome,K-72328IN-4FP-CP,shower_trim,,Aleo+™,,polished chrome,,9090.0,INR,,Aleo+™ 40mm recessed bath and shower trim with diverter in polished chrome,shower_trim,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,8,Aleo™ bath spout without diverter in polished chrome,K-99061IN-CP,bath_spout,,Aleo™,,polished chrome,,4400.0,INR,,Aleo™ bath spout without diverter in polished chrome,bath_spout,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,9,Instaflush™ pneumatic tank 3/6L without frame,K-26351IN-P-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ pneumatic tank 3/6L without frame,,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,10,Complementary™ 300mm bottle trap in polished chrome,K-7314IN-CP,bottle_trap,,Complementary™,,polished chrome,,2600.0,INR,,Complementary™ 300mm bottle trap in polished chrome,bottle_trap,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,11,Complementary™ grid drain without overflow hole in polished chrome,K-45433IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain without overflow hole in polished chrome,drain,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,12,Aqua Turbo 235 manual valve in polished chrome,K-882IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,5000.0,INR,,Aqua Turbo 235 manual valve in polished chrome,,137630.0,false,,Projectlookbook.pdf,high,false,
look_007,Aspire,27,13,Mastershower™ wall mount elbow shower arm in polished chrome,K-16346IN-CP,showering,,Mastershower™,,polished chrome,,4160.0,INR,,Mastershower™ wall mount elbow shower arm in polished chrome,,137630.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,1,Aleo™ single-control basin faucet without drain in polished chrome,K-72275IN-4ND-CP,faucet,,Aleo™,,polished chrome,,12500.0,INR,,Aleo™ single-control basin faucet without drain in polished chrome,basin_faucet,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,2,Kankara™ 568mm vessel basin with single faucet hole in white,K-76600IN-0,basin,,Kankara™,,,white,16000.0,INR,,Kankara™ 568mm vessel basin with single faucet hole in white,primary_basin,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,3,Lynk™ pneumatic faceplate in polished chrome,K-75890IN-P-CP,faceplate,,Lynk™,,polished chrome,,2800.0,INR,,Lynk™ pneumatic faceplate in polished chrome,faceplate,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,4,Trace™ wall hung toilet with Quiet-Close™ slim seat cover in white,K-20217IN-S-0,toilet,,Trace™,,,white,23000.0,INR,,Trace™ wall hung toilet with Quiet-Close™ slim seat cover in white,toilet,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,5,"Complementary™ health faucet with side spray, metal hose in polished chrome",K-12927IN-CP,health_faucet,,Complementary™,,polished chrome,,3900.0,INR,,"Complementary™ health faucet with side spray, metal hose in polished chrome",health_faucet,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,6,ModernLife™ single function 330mm x 230mm rainhead in polished chrome,K-27731IN-CP,showerhead,,ModernLife™,,polished chrome,,32500.0,INR,330mm x 230mm,ModernLife™ single function 330mm x 230mm rainhead in polished chrome,showerhead,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,7,Aleo™ 40mm recessed bath and shower trim in polished chrome,K-72290IN-4FP-CP,shower_trim,,Aleo™,,polished chrome,,7450.0,INR,,Aleo™ 40mm recessed bath and shower trim in polished chrome,shower_trim,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,8,Aleo™ bath spout without diverter in polished chrome,K-99061IN-CP,bath_spout,,Aleo™,,polished chrome,,4400.0,INR,,Aleo™ bath spout without diverter in polished chrome,bath_spout,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,9,Instaflush™ mechanical tank 3/6L without frame,K-26351IN-M-NA,in_wall_tank,,Instaflush™,,,,6500.0,INR,,Instaflush™ mechanical tank 3/6L without frame,,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,10,Complementary™ 350mm bottle trap without drain in polished chrome,K-75823IN-CP,bottle_trap,,Complementary™,,polished chrome,,2900.0,INR,,Complementary™ 350mm bottle trap without drain in polished chrome,bottle_trap,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,11,Complementary™ grid drain long thread in polished chrome,K-20746IN-CP,drain,,Complementary™,,polished chrome,,700.0,INR,,Complementary™ grid drain long thread in polished chrome,drain,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,12,Aqua Turbo 235 manual valve in polished chrome,K-882IN-CP,shower_trim,,Aqua Turbo,,polished chrome,,5000.0,INR,,Aqua Turbo 235 manual valve in polished chrome,,120650.0,false,,Projectlookbook.pdf,high,false,
look_008,Aspire,29,13,Rainforest™ 127mm ceiling mount shower arm in polished chrome,K-11623IN-CP,showering,,Rainforest™,,polished chrome,,3000.0,INR,,Rainforest™ 127mm ceiling mount shower arm in polished chrome,,120650.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,1,Vive single-control tall basin faucet without drain in polished chrome,K-23967IN-4ND-CP,faucet,,Vive,,polished chrome,,11880.0,INR,,Vive single-control tall basin faucet without drain in polished chrome,basin_faucet,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,2,Vive Geo 550mm vessel basin without faucet hole in white,K-28784IN-0,basin,,Vive Geo,,,white,14000.0,INR,,Vive Geo 550mm vessel basin without faucet hole in white,primary_basin,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,3,Lynk™ mechanical faceplate in polished chrome,K-75890IN-M-CP,faceplate,,Lynk™,,polished chrome,,2750.0,INR,,Lynk™ mechanical faceplate in polished chrome,faceplate,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,4,Vive rimless wall hung toilet with Quiet-Close™ slim seat cover in white,K-26998IN-0,toilet,,Vive,,,white,25000.0,INR,,Vive rimless wall hung toilet with Quiet-Close™ slim seat cover in white,toilet,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,5,"Complementary™ health faucet with side spray, metal hose in polished chrome",K-12927IN-CP,health_faucet,,Complementary™,,polished chrome,,3900.0,INR,,"Complementary™ health faucet with side spray, metal hose in polished chrome",health_faucet,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,6,Rain Duet™ Square 203mm Katalyst™ rainhead in polished chrome,K-73199IN-CP,showerhead,,Rain Duet™ Square,,polished chrome,,7500.0,INR,,Rain Duet™ Square 203mm Katalyst™ rainhead in polished chrome,showerhead,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,7,Vive recessed bath and shower trim with diverter in polished chrome,K-23971IN-4FP-CP,shower_trim,,Vive,,polished chrome,,5700.0,INR,,Vive recessed bath and shower trim with diverter in polished chrome,shower_trim,94690.0,false,,Projectlookbook.pdf,high,false,
look_009,Aspire,31,8,Vive bath spout without diverter in polished chrome,K-23973IN-AA-CP,bath_spout,,Vive,,polished chrome,,4800.0,INR,,Vive bath spout without diverter in polished chrome,bath_spout,94690.0,false,,Projectlookbook.pdf,high,false,
